Time,Amount,Class,prediction,dist_to_centroid,threshold,risk_score,reason,predicted_fraud_final
1629.0,1.0,0,1,13.71087653502833,8.570572024679016,6.42,Outlier (far from centroid),1.0
1631.0,79.0,0,1,13.850707156508198,8.570572024679016,6.48,Outlier (far from centroid),1.0
1675.0,8.92,0,1,9.05656819443035,8.570572024679016,4.24,Outlier (far from centroid),1.0
1701.0,80.0,0,1,14.173513925170653,8.570572024679016,6.63,Outlier (far from centroid),1.0
1704.0,1.0,0,1,14.167181444478388,8.570572024679016,6.63,Outlier (far from centroid),1.0
1743.0,0.92,0,1,8.68753271544621,8.570572024679016,4.07,Outlier (far from centroid),1.0
1760.0,4.0,0,1,26.044335793323647,8.570572024679016,12.19,Outlier (far from centroid),1.0
1824.0,9.85,0,1,9.176897942601252,8.570572024679016,4.29,Outlier (far from centroid),1.0
1895.0,1.46,0,1,10.191214057174506,8.570572024679016,4.77,Outlier (far from centroid),1.0
1977.0,8.94,0,1,11.04484303110492,8.570572024679016,5.17,Outlier (far from centroid),1.0
2029.0,120.0,0,1,19.149875193814616,8.570572024679016,8.96,Outlier (far from centroid),1.0
2091.0,38.44,0,1,8.87407041593548,8.570572024679016,4.15,Outlier (far from centroid),1.0
2113.0,9.87,0,1,11.02337407994151,8.570572024679016,5.16,Outlier (far from centroid),1.0
2223.0,29.9,0,1,23.82117717010576,8.570572024679016,11.15,Outlier (far from centroid),1.0
2339.0,1.46,0,1,10.235506726140718,8.570572024679016,4.79,Outlier (far from centroid),1.0
2341.0,85.0,0,1,19.315145662299322,8.570572024679016,9.04,Outlier (far from centroid),1.0
2497.0,1.0,0,1,29.69001861307451,8.570572024679016,13.89,Outlier (far from centroid),1.0
2499.0,1.0,0,1,29.654426440593568,8.570572024679016,13.88,Outlier (far from centroid),1.0
2501.0,7.5,0,1,29.63390162937883,8.570572024679016,13.87,Outlier (far from centroid),1.0
2507.0,544.62,0,1,29.89524105998891,8.570572024679016,13.99,Outlier (far from centroid),1.0
2656.0,121.0,0,1,15.963076118797298,8.570572024679016,7.47,Outlier (far from centroid),1.0
2938.0,9.81,0,1,11.179652928483181,8.570572024679016,5.23,Outlier (far from centroid),1.0
2987.0,3.03,0,1,9.369138681629067,8.570572024679016,4.38,Outlier (far from centroid),1.0
2993.0,0.92,0,1,8.638922726443305,8.570572024679016,4.04,Outlier (far from centroid),1.0
2997.0,0.99,0,1,10.600890622716465,8.570572024679016,4.96,Outlier (far from centroid),1.0
2999.0,162.61,0,1,28.746242969135018,8.570572024679016,13.45,Outlier (far from centroid),1.0
3031.0,0.92,0,1,12.848070853144991,8.570572024679016,6.01,Outlier (far from centroid),1.0
3038.0,500.0,0,1,15.137410384623864,8.570572024679016,7.08,Outlier (far from centroid),1.0
3038.0,8.94,0,1,9.37255181691804,8.570572024679016,4.39,Outlier (far from centroid),1.0
3143.0,1.98,0,1,9.37657344557416,8.570572024679016,4.39,Outlier (far from centroid),1.0
3254.0,0.89,0,1,13.590840422848254,8.570572024679016,6.36,Outlier (far from centroid),1.0
3271.0,17.0,0,1,12.583103136297005,8.570572024679016,5.89,Outlier (far from centroid),1.0
25229.0,0.89,0,1,11.803186744366897,8.570572024679016,5.52,Outlier (far from centroid),1.0
25231.0,99.99,1,1,36.881318537569754,8.570572024679016,17.26,Outlier (far from centroid),1.0
25234.0,357.0,0,1,10.319430552255913,8.570572024679016,4.83,Outlier (far from centroid),1.0
25254.0,99.99,1,1,37.10452774045537,8.570572024679016,17.36,Outlier (far from centroid),1.0
25268.0,0.89,0,1,11.867280943111668,8.570572024679016,5.55,Outlier (far from centroid),1.0
25308.0,1.79,0,1,11.964221131272867,8.570572024679016,5.6,Outlier (far from centroid),1.0
25362.0,1.79,0,1,12.12196638871803,8.570572024679016,5.67,Outlier (far from centroid),1.0
25391.0,0.0,0,1,8.662996284733637,8.570572024679016,4.05,Outlier (far from centroid),1.0
25481.0,783.8,0,1,10.249881298100497,8.570572024679016,4.8,Outlier (far from centroid),1.0
25610.0,413.46,0,1,10.125529423070528,8.570572024679016,4.74,Outlier (far from centroid),1.0
25613.0,201.6,0,1,14.904281658321674,8.570572024679016,6.97,Outlier (far from centroid),1.0
25660.0,32.0,0,1,10.786868272523822,8.570572024679016,5.05,Outlier (far from centroid),1.0
25737.0,80.0,0,1,15.168728878970649,8.570572024679016,7.1,Outlier (far from centroid),1.0
25799.0,50.0,0,1,14.22870784140729,8.570572024679016,6.66,Outlier (far from centroid),1.0
25963.0,16.97,0,1,8.912519243195403,8.570572024679016,4.17,Outlier (far from centroid),1.0
25965.0,865.49,0,1,8.881048196290267,8.570572024679016,4.16,Outlier (far from centroid),1.0
26069.0,8.98,0,1,12.813111067226645,8.570572024679016,6.0,Outlier (far from centroid),1.0
26082.0,0.89,0,1,8.902889253354418,8.570572024679016,4.17,Outlier (far from centroid),1.0
26096.0,1.79,0,1,15.276442333429673,8.570572024679016,7.15,Outlier (far from centroid),1.0
26108.0,14.0,0,1,9.45167970186831,8.570572024679016,4.42,Outlier (far from centroid),1.0
26121.0,13.48,0,1,13.095094287382203,8.570572024679016,6.13,Outlier (far from centroid),1.0
26152.0,1.52,0,1,9.991312418806624,8.570572024679016,4.68,Outlier (far from centroid),1.0
26183.0,275.2,0,1,30.449644623603454,8.570572024679016,14.25,Outlier (far from centroid),1.0
26192.0,7.68,0,1,10.101507498176877,8.570572024679016,4.73,Outlier (far from centroid),1.0
26209.0,1.29,0,1,9.75630085715857,8.570572024679016,4.57,Outlier (far from centroid),1.0
26217.0,1.0,0,1,37.33728918268057,8.570572024679016,17.47,Outlier (far from centroid),1.0
26356.0,98.18,0,1,10.263129754885597,8.570572024679016,4.8,Outlier (far from centroid),1.0
26523.0,99.99,1,1,37.588014341779285,8.570572024679016,17.59,Outlier (far from centroid),1.0
26525.0,8.94,0,1,50.65628414274733,8.570572024679016,23.71,Outlier (far from centroid),1.0
26547.0,65.82,0,1,11.391308161341192,8.570572024679016,5.33,Outlier (far from centroid),1.0
26556.0,99.99,1,1,37.87619841587801,8.570572024679016,17.73,Outlier (far from centroid),1.0
26585.0,99.99,1,1,38.1726309859948,8.570572024679016,17.86,Outlier (far from centroid),1.0
26756.0,131.63,0,1,10.143165494372308,8.570572024679016,4.75,Outlier (far from centroid),1.0
26770.0,21.72,0,1,18.45270766950146,8.570572024679016,8.64,Outlier (far from centroid),1.0
26781.0,1.79,0,1,11.760749939190996,8.570572024679016,5.5,Outlier (far from centroid),1.0
26833.0,99.99,1,1,38.486541037089694,8.570572024679016,18.01,Outlier (far from centroid),1.0
26851.0,3.82,0,1,16.691173704195258,8.570572024679016,7.81,Outlier (far from centroid),1.0
26863.0,99.99,1,1,38.8176708847664,8.570572024679016,18.17,Outlier (far from centroid),1.0
26899.0,99.99,1,1,39.16549836970569,8.570572024679016,18.33,Outlier (far from centroid),1.0
26931.0,99.99,1,1,39.52958598379369,8.570572024679016,18.5,Outlier (far from centroid),1.0
26961.0,99.99,1,1,39.90948757124978,8.570572024679016,18.68,Outlier (far from centroid),1.0
27048.0,8.95,0,1,13.852476350485004,8.570572024679016,6.48,Outlier (far from centroid),1.0
27049.0,13.98,0,1,13.732240107797722,8.570572024679016,6.43,Outlier (far from centroid),1.0
27060.0,88.0,0,1,15.189317437832145,8.570572024679016,7.11,Outlier (far from centroid),1.0
27112.0,1.0,0,1,8.822792017347547,8.570572024679016,4.13,Outlier (far from centroid),1.0
27163.0,99.99,1,1,40.30469228556033,8.570572024679016,18.86,Outlier (far from centroid),1.0
27187.0,99.99,1,1,40.71488034925428,8.570572024679016,19.05,Outlier (far from centroid),1.0
27219.0,99.99,1,1,41.13953696659112,8.570572024679016,19.25,Outlier (far from centroid),1.0
27223.0,2.53,0,1,9.804336822955174,8.570572024679016,4.59,Outlier (far from centroid),1.0
27252.0,99.99,1,1,41.57822105836123,8.570572024679016,19.46,Outlier (far from centroid),1.0
27297.0,0.0,0,1,9.051338057895821,8.570572024679016,4.24,Outlier (far from centroid),1.0
27311.0,7.61,0,1,8.672111564960256,8.570572024679016,4.06,Outlier (far from centroid),1.0
27468.0,99.99,0,1,9.59618588434042,8.570572024679016,4.49,Outlier (far from centroid),1.0
27488.0,99.99,0,1,10.395916652733408,8.570572024679016,4.87,Outlier (far from centroid),1.0
27524.0,1.0,0,1,42.02102333767438,8.570572024679016,19.67,Outlier (far from centroid),1.0
27601.0,172.44,0,1,14.166278317306492,8.570572024679016,6.63,Outlier (far from centroid),1.0
27634.0,373.44,0,1,8.646045856145854,8.570572024679016,4.05,Outlier (far from centroid),1.0
27665.0,6.76,0,1,8.74686954194994,8.570572024679016,4.09,Outlier (far from centroid),1.0
27694.0,500.0,0,1,19.362581260285815,8.570572024679016,9.06,Outlier (far from centroid),1.0
27772.0,99.99,0,1,11.204784049456368,8.570572024679016,5.24,Outlier (far from centroid),1.0
27780.0,1.79,0,1,23.229316482298184,8.570572024679016,10.87,Outlier (far from centroid),1.0
27784.0,23.36,1,1,11.103687713213105,8.570572024679016,5.2,Outlier (far from centroid),1.0
27876.0,259.94,0,1,14.089921514808156,8.570572024679016,6.59,Outlier (far from centroid),1.0
27959.0,11.0,0,1,9.766909817945766,8.570572024679016,4.57,Outlier (far from centroid),1.0
28055.0,0.77,0,1,10.771344516054873,8.570572024679016,5.04,Outlier (far from centroid),1.0
28127.0,20.0,0,1,14.317460143597955,8.570572024679016,6.7,Outlier (far from centroid),1.0
28143.0,99.99,1,1,42.45897078505743,8.570572024679016,19.87,Outlier (far from centroid),1.0
28153.0,132.0,0,1,9.342942932819213,8.570572024679016,4.37,Outlier (far from centroid),1.0
28197.0,106.02,0,1,20.581652142268933,8.570572024679016,9.63,Outlier (far from centroid),1.0
28206.0,160.0,0,1,12.300899893637501,8.570572024679016,5.76,Outlier (far from centroid),1.0
28242.0,730.86,1,1,12.437546230237581,8.570572024679016,5.82,Outlier (far from centroid),1.0
28270.0,1.46,0,1,13.856194481193986,8.570572024679016,6.48,Outlier (far from centroid),1.0
28339.0,64.99,0,1,16.15604173917899,8.570572024679016,7.56,Outlier (far from centroid),1.0
28483.0,30.0,0,1,14.463713726392857,8.570572024679016,6.77,Outlier (far from centroid),1.0
28486.0,0.61,0,1,11.493938198056815,8.570572024679016,5.38,Outlier (far from centroid),1.0
28625.0,99.99,1,1,42.95359816583329,8.570572024679016,20.1,Outlier (far from centroid),1.0
28658.0,99.99,1,1,43.44337770907567,8.570572024679016,20.33,Outlier (far from centroid),1.0
28692.0,99.99,1,1,43.94507280108534,8.570572024679016,20.57,Outlier (far from centroid),1.0
28726.0,99.99,1,1,44.45828025652877,8.570572024679016,20.81,Outlier (far from centroid),1.0
28755.0,99.99,1,1,44.98260748921516,8.570572024679016,21.05,Outlier (far from centroid),1.0
28879.0,534.0,0,1,23.025718861520673,8.570572024679016,10.78,Outlier (far from centroid),1.0
28883.0,464.55,0,1,9.226008445805734,8.570572024679016,4.32,Outlier (far from centroid),1.0
28973.0,15.17,0,1,8.675367832383923,8.570572024679016,4.06,Outlier (far from centroid),1.0
29207.0,99.99,0,1,8.768719666912682,8.570572024679016,4.1,Outlier (far from centroid),1.0
29347.0,191.03,0,1,9.532442327345628,8.570572024679016,4.46,Outlier (far from centroid),1.0
29413.0,7.78,0,1,10.620882070804353,8.570572024679016,4.97,Outlier (far from centroid),1.0
1264.0,7712.43,0,3,52.622385421297004,26.948150995669252,24.63,Outlier (far from centroid),1.0
26752.0,2520.0,0,3,47.13307995513188,26.948150995669252,22.06,Outlier (far from centroid),1.0
27283.0,6130.21,0,3,28.575981978306483,26.948150995669252,13.37,Outlier (far from centroid),1.0
1593.0,68.0,0,4,10.92157618441901,10.259524713345087,5.11,Outlier (far from centroid),1.0
2022.0,1.0,0,4,19.339230812926825,10.259524713345087,9.05,Outlier (far from centroid),1.0
3753.0,28.56,0,4,14.891052261352618,10.259524713345087,6.97,Outlier (far from centroid),1.0
3767.0,42.5,0,4,10.430234365324965,10.259524713345087,4.88,Outlier (far from centroid),1.0
3967.0,1.46,0,4,17.941930133244284,10.259524713345087,8.4,Outlier (far from centroid),1.0
4241.0,200.0,0,4,13.327880425987152,10.259524713345087,6.24,Outlier (far from centroid),1.0
4288.0,0.92,0,4,12.963690555093235,10.259524713345087,6.07,Outlier (far from centroid),1.0
4299.0,58.63,0,4,12.210562571154943,10.259524713345087,5.71,Outlier (far from centroid),1.0
4311.0,164.72,0,4,11.13070874153311,10.259524713345087,5.21,Outlier (far from centroid),1.0
4429.0,0.77,0,4,20.18149633958747,10.259524713345087,9.44,Outlier (far from centroid),1.0
4433.0,118.13,0,4,14.462845058832723,10.259524713345087,6.77,Outlier (far from centroid),1.0
4471.0,80.14,0,4,10.687263005255097,10.259524713345087,5.0,Outlier (far from centroid),1.0
4807.0,44.93,0,4,13.819908334527437,10.259524713345087,6.47,Outlier (far from centroid),1.0
5167.0,0.92,0,4,13.137250428359852,10.259524713345087,6.15,Outlier (far from centroid),1.0
5324.0,170.0,0,4,15.380182243656872,10.259524713345087,7.2,Outlier (far from centroid),1.0
5406.0,553.6,0,4,29.74942640534357,10.259524713345087,13.92,Outlier (far from centroid),1.0
5551.0,141.6,0,4,10.840459168651961,10.259524713345087,5.07,Outlier (far from centroid),1.0
5598.0,100.0,0,4,15.02507942262853,10.259524713345087,7.03,Outlier (far from centroid),1.0
5618.0,5.49,0,4,40.64726543297894,10.259524713345087,19.02,Outlier (far from centroid),1.0
5619.0,1.98,0,4,40.6521822776869,10.259524713345087,19.02,Outlier (far from centroid),1.0
5896.0,22.62,0,4,30.06655591256285,10.259524713345087,14.07,Outlier (far from centroid),1.0
6010.0,0.92,0,4,13.364920629832092,10.259524713345087,6.25,Outlier (far from centroid),1.0
6034.0,4.6,0,4,10.668275911910422,10.259524713345087,4.99,Outlier (far from centroid),1.0
6210.0,47.57,0,4,15.646364298558819,10.259524713345087,7.32,Outlier (far from centroid),1.0
6227.0,193.52,0,4,18.950278107637317,10.259524713345087,8.87,Outlier (far from centroid),1.0
6301.0,28.62,0,4,29.636379337874562,10.259524713345087,13.87,Outlier (far from centroid),1.0
6430.0,193.52,0,4,18.505321080902636,10.259524713345087,8.66,Outlier (far from centroid),1.0
6517.0,109.94,0,4,16.717583562584366,10.259524713345087,7.82,Outlier (far from centroid),1.0
6670.0,8.36,0,4,11.771892842559874,10.259524713345087,5.51,Outlier (far from centroid),1.0
6960.0,119.4,0,4,17.089789258296516,10.259524713345087,8.0,Outlier (far from centroid),1.0
6986.0,59.0,1,4,23.824915554878626,10.259524713345087,11.15,Outlier (far from centroid),1.0
7276.0,0.92,0,4,13.64324750639389,10.259524713345087,6.38,Outlier (far from centroid),1.0
7442.0,95.4,0,4,16.978955477849777,10.259524713345087,7.95,Outlier (far from centroid),1.0
7445.0,1.0,0,4,18.295871476607747,10.259524713345087,8.56,Outlier (far from centroid),1.0
7447.0,3.0,0,4,18.808233183158567,10.259524713345087,8.8,Outlier (far from centroid),1.0
7558.0,0.77,0,4,10.420542970269253,10.259524713345087,4.88,Outlier (far from centroid),1.0
7602.0,2.0,0,4,13.856033709308543,10.259524713345087,6.48,Outlier (far from centroid),1.0
7602.0,2.0,0,4,13.856033709308543,10.259524713345087,6.48,Outlier (far from centroid),1.0
7602.0,2.0,0,4,13.856033709308543,10.259524713345087,6.48,Outlier (far from centroid),1.0
7602.0,2.0,0,4,13.856033709308543,10.259524713345087,6.48,Outlier (far from centroid),1.0
7608.0,11.5,0,4,16.500983396821496,10.259524713345087,7.72,Outlier (far from centroid),1.0
7610.0,1.0,1,4,15.841794413898452,10.259524713345087,7.41,Outlier (far from centroid),1.0
7716.0,1.98,0,4,11.680683035743712,10.259524713345087,5.47,Outlier (far from centroid),1.0
7788.0,19.35,0,4,12.384072466948787,10.259524713345087,5.8,Outlier (far from centroid),1.0
7891.0,1.0,1,4,15.217667324817299,10.259524713345087,7.12,Outlier (far from centroid),1.0
7935.0,7.46,0,4,17.177171373973948,10.259524713345087,8.04,Outlier (far from centroid),1.0
8090.0,1.0,1,4,15.292530371304283,10.259524713345087,7.16,Outlier (far from centroid),1.0
8130.0,23.98,0,4,40.66768365894483,10.259524713345087,19.03,Outlier (far from centroid),1.0
8150.0,37.52,0,4,16.878280354096542,10.259524713345087,7.9,Outlier (far from centroid),1.0
8451.0,1.0,1,4,18.77542610406827,10.259524713345087,8.79,Outlier (far from centroid),1.0
8528.0,1.0,1,4,18.63429077767606,10.259524713345087,8.72,Outlier (far from centroid),1.0
8551.0,50.0,0,4,10.330212534088048,10.259524713345087,4.83,Outlier (far from centroid),1.0
8592.0,845.73,0,4,41.260084895052806,10.259524713345087,19.31,Outlier (far from centroid),1.0
8614.0,1.0,1,4,18.042814600669267,10.259524713345087,8.44,Outlier (far from centroid),1.0
8757.0,1.0,1,4,18.044376028769125,10.259524713345087,8.44,Outlier (far from centroid),1.0
8808.0,1.1,1,4,23.308809518315094,10.259524713345087,10.91,Outlier (far from centroid),1.0
8887.0,0.89,0,4,12.990663390331418,10.259524713345087,6.08,Outlier (far from centroid),1.0
9012.0,135.3,0,4,18.724254924254726,10.259524713345087,8.76,Outlier (far from centroid),1.0
9214.0,0.01,0,4,15.450618617079847,10.259524713345087,7.23,Outlier (far from centroid),1.0
9248.0,0.01,0,4,10.687198937939172,10.259524713345087,5.0,Outlier (far from centroid),1.0
9270.0,0.01,0,4,10.582229751647612,10.259524713345087,4.95,Outlier (far from centroid),1.0
9277.0,0.01,0,4,18.545456024121954,10.259524713345087,8.68,Outlier (far from centroid),1.0
9279.0,0.01,0,4,18.45118528275511,10.259524713345087,8.63,Outlier (far from centroid),1.0
9291.0,0.01,0,4,18.39207648244102,10.259524713345087,8.61,Outlier (far from centroid),1.0
9298.0,0.01,0,4,12.024681258228684,10.259524713345087,5.63,Outlier (far from centroid),1.0
9308.0,9.2,0,4,11.81403144907614,10.259524713345087,5.53,Outlier (far from centroid),1.0
9310.0,0.01,0,4,18.373504957310768,10.259524713345087,8.6,Outlier (far from centroid),1.0
9314.0,0.01,0,4,13.22153337170559,10.259524713345087,6.19,Outlier (far from centroid),1.0
9364.0,0.01,0,4,18.3955767713163,10.259524713345087,8.61,Outlier (far from centroid),1.0
9389.0,0.01,0,4,10.529977698617026,10.259524713345087,4.93,Outlier (far from centroid),1.0
9582.0,91.0,0,4,13.873538243186106,10.259524713345087,6.49,Outlier (far from centroid),1.0
9612.0,15.18,0,4,18.396687727896595,10.259524713345087,8.61,Outlier (far from centroid),1.0
9707.0,68.46,0,4,19.881491844267458,10.259524713345087,9.3,Outlier (far from centroid),1.0
9778.0,9.99,0,4,12.466642113953068,10.259524713345087,5.83,Outlier (far from centroid),1.0
10015.0,6.97,0,4,15.78753767843391,10.259524713345087,7.39,Outlier (far from centroid),1.0
10025.0,23.33,0,4,16.799039597653504,10.259524713345087,7.86,Outlier (far from centroid),1.0
10281.0,75.0,0,4,10.606610428440117,10.259524713345087,4.96,Outlier (far from centroid),1.0
10285.0,29.0,0,4,11.86480359425274,10.259524713345087,5.55,Outlier (far from centroid),1.0
10288.0,950.82,0,4,14.7104016687453,10.259524713345087,6.88,Outlier (far from centroid),1.0
10319.0,2.69,0,4,10.264593608686509,10.259524713345087,4.8,Outlier (far from centroid),1.0
10436.0,420.92,0,4,11.259637213270773,10.259524713345087,5.27,Outlier (far from centroid),1.0
10451.0,500.0,0,4,10.981490232489298,10.259524713345087,5.14,Outlier (far from centroid),1.0
10464.0,760.66,0,4,16.208508016020353,10.259524713345087,7.59,Outlier (far from centroid),1.0
10529.0,760.66,0,4,19.529969540451408,10.259524713345087,9.14,Outlier (far from centroid),1.0
10536.0,5.08,0,4,10.909135752712913,10.259524713345087,5.11,Outlier (far from centroid),1.0
10641.0,0.89,0,4,20.74638135744625,10.259524713345087,9.71,Outlier (far from centroid),1.0
10784.0,10.76,0,4,40.69982529665433,10.259524713345087,19.05,Outlier (far from centroid),1.0
10785.0,168.0,0,4,29.61748012041741,10.259524713345087,13.86,Outlier (far from centroid),1.0
10821.0,222.86,0,4,11.305695979868535,10.259524713345087,5.29,Outlier (far from centroid),1.0
11014.0,11.49,0,4,11.171975152713927,10.259524713345087,5.23,Outlier (far from centroid),1.0
11131.0,1.0,1,4,41.0541655173496,10.259524713345087,19.21,Outlier (far from centroid),1.0
11308.0,0.02,0,4,10.723006534643584,10.259524713345087,5.02,Outlier (far from centroid),1.0
11358.0,0.89,0,4,20.534092419569628,10.259524713345087,9.61,Outlier (far from centroid),1.0
11370.0,20.0,0,4,11.561885002849577,10.259524713345087,5.41,Outlier (far from centroid),1.0
11461.0,29.99,0,4,10.28945166638012,10.259524713345087,4.82,Outlier (far from centroid),1.0
11557.0,139.63,0,4,15.537496450278033,10.259524713345087,7.27,Outlier (far from centroid),1.0
11621.0,55.25,0,4,58.846600415429286,10.259524713345087,27.54,Outlier (far from centroid),1.0
11962.0,0.89,0,4,20.538441020123678,10.259524713345087,9.61,Outlier (far from centroid),1.0
12004.0,0.89,0,4,20.579848204265836,10.259524713345087,9.63,Outlier (far from centroid),1.0
12043.0,1.79,0,4,20.65710178387384,10.259524713345087,9.67,Outlier (far from centroid),1.0
12093.0,0.0,1,4,23.11867798664452,10.259524713345087,10.82,Outlier (far from centroid),1.0
12095.0,30.39,1,4,22.957989571941333,10.259524713345087,10.74,Outlier (far from centroid),1.0
12119.0,50.0,0,4,10.297258640277784,10.259524713345087,4.82,Outlier (far from centroid),1.0
12393.0,179.66,1,4,15.742387907782806,10.259524713345087,7.37,Outlier (far from centroid),1.0
12587.0,1.0,0,4,17.63035308002422,10.259524713345087,8.25,Outlier (far from centroid),1.0
12587.0,1.0,0,4,17.63035308002422,10.259524713345087,8.25,Outlier (far from centroid),1.0
12587.0,1.0,0,4,17.63035308002422,10.259524713345087,8.25,Outlier (far from centroid),1.0
12587.0,1.0,0,4,17.63035308002422,10.259524713345087,8.25,Outlier (far from centroid),1.0
12593.0,1.0,0,4,10.691650819424323,10.259524713345087,5.0,Outlier (far from centroid),1.0
12817.0,1.46,0,4,14.139589653836522,10.259524713345087,6.62,Outlier (far from centroid),1.0
12868.0,948.59,0,4,22.35937920431825,10.259524713345087,10.46,Outlier (far from centroid),1.0
13126.0,1.0,1,4,40.42715167231109,10.259524713345087,18.92,Outlier (far from centroid),1.0
13538.0,0.76,0,4,10.626858454710321,10.259524713345087,4.97,Outlier (far from centroid),1.0
14338.0,570.49,0,4,13.211593976579142,10.259524713345087,6.18,Outlier (far from centroid),1.0
14500.0,570.49,0,4,10.743030585050263,10.259524713345087,5.03,Outlier (far from centroid),1.0
14604.0,50.0,0,4,10.464316799008541,10.259524713345087,4.9,Outlier (far from centroid),1.0
15397.0,0.77,0,4,14.331232153085054,10.259524713345087,6.71,Outlier (far from centroid),1.0
15460.0,0.92,0,4,14.575685229117894,10.259524713345087,6.82,Outlier (far from centroid),1.0
15520.0,46.1,0,4,13.024936493711822,10.259524713345087,6.1,Outlier (far from centroid),1.0
15817.0,11.39,1,4,16.663656919508657,10.259524713345087,7.8,Outlier (far from centroid),1.0
15832.0,22.5,0,4,16.966117355228086,10.259524713345087,7.94,Outlier (far from centroid),1.0
16107.0,389.11,0,4,10.289339782818304,10.259524713345087,4.82,Outlier (far from centroid),1.0
16872.0,0.69,0,4,11.07625106583913,10.259524713345087,5.18,Outlier (far from centroid),1.0
16979.0,0.69,0,4,11.14122896032299,10.259524713345087,5.21,Outlier (far from centroid),1.0
17044.0,1.0,0,4,37.00036236815971,10.259524713345087,17.32,Outlier (far from centroid),1.0
17080.0,0.69,0,4,11.272629384533126,10.259524713345087,5.28,Outlier (far from centroid),1.0
17187.0,0.69,0,4,11.468152819383947,10.259524713345087,5.37,Outlier (far from centroid),1.0
